identifier	lang_code	language	kind	n_entries	n_canonical	n_extra	sahul_fauna	body_part	kinship_age	time_deixis	weather	dual_clusivity	has_dual	category
rosettaproject_mrf_swadesh-1	mrf	Elseng	transcription	418	386	14	3	2	1	0	0	1	0	sahul_extended
rosettaproject_mrx_swadesh-1	mrx	Dineor	transcription	18	15	3	2	0	0	0	0	0	0	sahul_extended
rosettaproject_mrz_swadesh-1	mrz	Marind	transcription	804	640	58	2	18	6	4	2	2	1	sahul_extended
rosettaproject_msf_swadesh-1	msf	Mekwei	transcription	437	351	45	3	13	2	3	2	3	1	sahul_extended
rosettaproject_msg_swadesh-1	msg	Moraid	transcription	168	134	33	1	9	0	4	2	5	1	extended_worldwide
rosettaproject_msj_swadesh-1	msj	Ma	transcription	223	184	33	1	15	3	1	1	0	0	extended_worldwide
rosettaproject_msl_swadesh-1	msl	Molof	transcription	143	134	8	0	1	0	0	0	1	0	core_swadesh
rosettaproject_mso_swadesh-1	mso	Mombum	transcription	521	387	56	5	17	6	4	2	0	0	sahul_extended
rosettaproject_msx_swadesh-1	msx	Moresada	transcription	499	396	45	4	13	4	4	2	3	1	sahul_extended
rosettaproject_msy_swadesh-1	msy	Aruamu	transcription	178	154	17	1	1	2	3	0	3	1	extended_worldwide
rosettaproject_msz_swadesh-1	msz	Momare	transcription	51	48	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_mtc_swadesh-1	mtc	Munit	transcription	390	303	44	4	13	4	3	2	3	1	sahul_extended
rosettaproject_mtf_swadesh-1	mtf	Murik	transcription	353	275	34	2	11	4	2	2	2	1	sahul_extended
rosettaproject_mtg_swadesh-1	mtg	Una	transcription	162	136	23	0	7	2	3	1	0	0	extended_worldwide
rosettaproject_mtj_swadesh-1	mtj	Moskona	transcription	171	158	9	0	1	0	0	0	1	0	core_swadesh
rosettaproject_mtv_swadesh-1	mtv	Asaro'o	transcription	49	46	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_mty_swadesh-1	mty	Nabi	transcription	59	57	2	0	1	0	0	0	0	0	core_swadesh
rosettaproject_mur_swadesh-1	mur	Murle	transcription	255	226	23	0	7	5	2	0	0	0	extended_worldwide
rosettaproject_muu_swadesh-1	muu	Yaaku	transcription	80	77	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_muz_swadesh-1	muz	Mursi	transcription	150	143	7	0	0	2	0	0	2	1	lightly_extended
rosettaproject_mva_swadesh-1	mva	Manam	transcription	184	179	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mvq_swadesh-1	mvq	Moere	transcription	336	268	36	4	11	4	3	0	0	0	sahul_extended
rosettaproject_mwb_swadesh-1	mwb	Juwal	transcription	252	196	28	3	6	4	3	0	5	1	sahul_extended
rosettaproject_mwd_swadesh-1	mwd	Mudbura	transcription	40	26	9	2	0	0	0	0	6	1	sahul_extended
rosettaproject_mwf_swadesh-1	mwf	Murrinh-Patha	transcription	163	128	23	4	7	1	1	0	6	1	sahul_extended
rosettaproject_mwp_swadesh-1	mwp	Kala Lagaw Ya	transcription	138	110	18	2	0	1	4	2	4	1	sahul_extended
rosettaproject_mww_swadesh-1	mww	Miao, White	transcription	101	101	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mxe_swadesh-1	mxe	Mele-Fila	transcription	182	178	4	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mxf_swadesh-1	mxf	Malgbe	transcription	27	27	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mxk_swadesh-1	mxk	Monumbo	transcription	377	298	52	1	15	5	4	2	6	1	extended_worldwide
rosettaproject_mxn_swadesh-1	mxn	Moi	transcription	1107	865	60	3	18	4	4	2	5	1	sahul_extended
rosettaproject_myb_swadesh-1	myb	Mbay	transcription	26	26	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mym_swadesh-1	mym	Me'en	transcription	97	95	2	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mzb_swadesh-1	mzb	Tumzabt	transcription	189	187	2	0	1	0	0	0	0	0	core_swadesh
rosettaproject_mze_swadesh-1	mze	Morawa	transcription	187	161	19	1	8	0	1	0	2	1	lightly_extended
rosettaproject_mzu_swadesh-1	mzu	Inapang	transcription	21	20	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_nas_swadesh-1	nas	Naasioi	transcription	465	371	44	1	12	6	3	2	5	1	extended_worldwide
rosettaproject_nax_swadesh-1	nax	Nakwi	transcription	241	200	26	4	5	4	3	0	3	1	sahul_extended
rosettaproject_nbj_swadesh-1	nbj	Ngarinman	transcription	18	14	3	2	0	0	0	0	0	0	sahul_extended
rosettaproject_nbk_swadesh-1	nbk	Nake	transcription	374	299	44	4	13	4	3	2	3	1	sahul_extended
rosettaproject_nbq_swadesh-1	nbq	Nggem	transcription	19	19	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_nbx_swadesh-1	nbx	Ngura	transcription	472	384	41	2	13	5	3	2	3	1	sahul_extended
rosettaproject_nby_swadesh-1	nby	Ningera	transcription	1	0	1	1	0	0	0	0	0	0	stub
rosettaproject_nca_swadesh-1	nca	Iyo	transcription	51	48	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_nce_swadesh-1	nce	Yale	transcription	439	362	35	4	8	4	3	0	6	1	sahul_extended
rosettaproject_nck_swadesh-1	nck	Nakara	transcription	30	21	8	1	0	0	0	0	6	1	core_swadesh
rosettaproject_ncm_swadesh-1	ncm	Nambo	transcription	630	478	56	5	15	6	4	2	4	1	sahul_extended
rosettaproject_nco_swadesh-1	nco	Sibe	transcription	319	274	24	2	5	4	3	0	4	1	sahul_extended
rosettaproject_ndt_swadesh-1	ndt	Ndunga	transcription	215	187	25	1	9	2	0	2	0	0	extended_worldwide
rosettaproject_ndv_swadesh-1	ndv	Ndut	transcription	133	129	4	0	1	0	0	0	0	0	core_swadesh
rosettaproject_ndx_swadesh-1	ndx	Nduga	transcription	111	105	6	1	3	0	0	0	0	0	lightly_extended
rosettaproject_ndz_swadesh-1	ndz	Ndogo	transcription	7	4	3	0	0	0	0	0	2	1	stub
rosettaproject_nec_swadesh-1	nec	Nedebang	transcription	191	166	13	0	8	0	0	0	0	0	lightly_extended
rosettaproject_nej_swadesh-1	nej	Neko	transcription	31	30	1	0	1	0	0	0	0	0	core_swadesh
rosettaproject_nem_swadesh-1	nem	Nemi	transcription	183	178	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_nen_swadesh-1	nen	Nengone	transcription	178	175	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_ner_swadesh-1	ner	Yahadian	transcription	208	171	28	0	12	0	0	2	4	1	extended_worldwide
rosettaproject_net_swadesh-1	net	Nete	transcription	82	69	13	2	3	2	0	0	4	1	sahul_extended
rosettaproject_new_swadesh-1	new	Newar	transcription	129	129	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_nga_swadesh-1	nga	Ngbaka	transcription	414	345	48	1	17	5	4	2	0	0	extended_worldwide
rosettaproject_ngh_swadesh-1	ngh	N/u	transcription	389	336	27	0	12	2	3	1	2	1	extended_worldwide
rosettaproject_ngk_swadesh-1	ngk	Ngalkbun	transcription	643	476	53	5	15	6	4	2	6	1	sahul_extended
rosettaproject_ngr_swadesh-1	ngr	Nagu	transcription	472	427	27	1	7	3	1	1	4	1	extended_worldwide
rosettaproject_nhr_swadesh-1	nhr	Naro	transcription	337	291	32	0	15	2	3	2	2	1	extended_worldwide
rosettaproject_nib_swadesh-1	nib	Nakama	transcription	51	48	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_nid_swadesh-1	nid	Ngandi	transcription	562	431	57	5	16	6	4	2	6	1	sahul_extended
rosettaproject_nif_swadesh-1	nif	Nek	transcription	51	48	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_nig_swadesh-1	nig	Ngalakan	transcription	519	403	56	5	17	6	4	2	6	1	sahul_extended
rosettaproject_nir_swadesh-1	nir	Nimboran	transcription	441	349	52	5	17	3	4	2	4	1	sahul_extended
rosettaproject_nis_swadesh-1	nis	Nimi	transcription	53	50	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_nit_swadesh-1	nit	Kolami, Southeastern	transcription	66	64	2	0	0	0	0	0	1	0	core_swadesh
rosettaproject_niv_swadesh-1	niv	Gilyak	transcription	63	63	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_niw_swadesh-1	niw	Nimo	transcription	258	201	31	4	8	4	3	0	5	1	sahul_extended
rosettaproject_niz_swadesh-1	niz	Ningil	transcription	181	155	22	0	8	3	3	0	1	0	extended_worldwide
rosettaproject_nji_swadesh-1	nji	Gudanji	transcription	17	12	4	0	1	3	0	0	0	0	lightly_extended
rosettaproject_njl_swadesh-1	njl	Njalgulgule	transcription	2	2	0	0	0	0	0	0	0	0	stub
rosettaproject_nlc_swadesh-1	nlc	Nalca	transcription	59	56	3	0	1	0	2	0	0	0	lightly_extended
rosettaproject_nld_swadesh-1	nld	Dutch	transcription	371	369	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_nna_swadesh-1	nna	Nyangumarta	transcription	30	26	4	2	0	0	0	0	0	0	sahul_extended
rosettaproject_nnt_swadesh-1	nnt	Nanticoke	transcription	104	104	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_noc_swadesh-1	noc	Nuk	transcription	51	48	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_noh_swadesh-1	noh	Nomu	transcription	53	48	5	0	2	2	0	0	0	0	lightly_extended
rosettaproject_nop_swadesh-1	nop	Numanggang	transcription	52	49	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_nou_swadesh-1	nou	Ewage-Notu	transcription	57	56	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_noz_swadesh-1	noz	Nayi	transcription	98	95	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_nqm_swadesh-1	nqm	Ndom	transcription	337	263	44	3	15	2	3	2	0	0	sahul_extended
rosettaproject_nsg_swadesh-1	nsg	Ngasa	transcription	7	6	1	0	0	0	0	0	0	0	stub
rosettaproject_nud_swadesh-1	nud	Ngala	transcription	300	260	22	0	8	2	1	0	4	1	extended_worldwide
rosettaproject_nug_swadesh-1	nug	Nungali	transcription	55	38	11	2	1	1	0	0	6	1	sahul_extended
rosettaproject_nus_swadesh-1	nus	Nuer	transcription	299	296	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_nux_swadesh-1	nux	Mehek	transcription	69	62	5	0	1	0	0	0	3	1	core_swadesh
rosettaproject_nuy_swadesh-1	nuy	Nunggubuyu	transcription	676	522	57	5	16	6	4	2	6	1	sahul_extended
rosettaproject_nxr_swadesh-1	nxr	Ninggerum	transcription	165	143	20	1	5	4	3	0	0	0	extended_worldwide
rosettaproject_nxu_swadesh-1	nxu	Narau	transcription	23	22	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_nyh_swadesh-1	nyh	Nyigina	transcription	19	16	3	2	0	0	0	0	0	0	sahul_extended
rosettaproject_nyi_swadesh-1	nyi	Ama	transcription	122	109	12	0	4	2	0	0	0	0	extended_worldwide
rosettaproject_nyp_swadesh-1	nyp	Nyang'i	transcription	94	90	3	0	0	0	0	0	2	1	core_swadesh
rosettaproject_nys_swadesh-1	nys	Nyunga	transcription	210	161	38	3	16	4	2	0	6	1	sahul_extended
rosettaproject_nyt_swadesh-1	nyt	Nyawaygi	transcription	222	163	42	5	14	6	3	2	0	0	sahul_extended
rosettaproject_nyw_swadesh-1	nyw	Nyaw	transcription	21	17	3	2	0	0	0	0	0	0	sahul_extended
rosettaproject_ojs_swadesh-1	ojs	Ojibwa, Severn	transcription	204	203	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_okj_swadesh-1	okj	Oko-Juwoi	transcription	685	551	55	1	19	5	4	2	0	0	extended_worldwide
rosettaproject_omo_swadesh-1	omo	Utarmbung	transcription	373	299	37	4	10	4	3	2	0	0	sahul_extended
rosettaproject_ong_swadesh-1	ong	Olo	transcription	154	127	21	1	7	3	0	0	2	1	extended_worldwide
rosettaproject_onj_swadesh-1	onj	Onjob	transcription	45	40	4	0	2	0	0	0	0	0	core_swadesh
rosettaproject_onn_swadesh-1	onn	Onobasulu	transcription	227	217	6	2	2	0	0	0	1	0	sahul_extended
rosettaproject_ons_swadesh-1	ons	Ono	transcription	314	278	23	1	6	2	2	0	4	1	extended_worldwide
rosettaproject_opm_swadesh-1	opm	Oksapmin	transcription	315	237	34	1	7	3	2	0	6	1	extended_worldwide
rosettaproject_opo_swadesh-1	opo	Opao	transcription	128	118	9	1	1	1	2	0	1	0	lightly_extended
rosettaproject_oro_swadesh-1	oro	Orokolo	transcription	593	460	59	4	17	6	4	2	5	1	sahul_extended
rosettaproject_otr_swadesh-1	otr	Otoro	transcription	315	291	15	0	4	1	0	0	2	1	lightly_extended
rosettaproject_oua_swadesh-1	oua	Tagargrent	transcription	218	179	28	0	9	5	3	0	0	0	extended_worldwide
rosettaproject_oun_swadesh-1	oun	!O!ung	transcription	284	249	26	0	11	1	3	2	0	0	extended_worldwide
rosettaproject_owi_swadesh-1	owi	Owiniga	transcription	224	171	27	4	9	4	3	0	0	0	sahul_extended
rosettaproject_oyd_swadesh-1	oyd	Oyda	transcription	96	93	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_pag_swadesh-1	pag	Pangasinan	transcription	257	255	2	0	0	0	0	0	0	0	core_swadesh
rosettaproject_pam_swadesh-1	pam	Pampangan	transcription	139	137	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_pap_swadesh-1	pap	Papiamentu	transcription	102	102	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_pbo_swadesh-1	pbo	Papel	transcription	127	93	28	1	10	6	3	0	0	0	extended_worldwide
rosettaproject_pbp_swadesh-1	pbp	Badyara	transcription	120	86	28	1	10	6	3	0	0	0	extended_worldwide
rosettaproject_pbt_swadesh-1	pbt	Pashto, Southern	transcription	99	99	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_pby_swadesh-1	pby	Pyu	transcription	237	200	19	4	8	2	1	0	0	0	sahul_extended
rosettaproject_pci_swadesh-1	pci	Duruwa	transcription	74	72	2	0	0	0	0	0	1	0	core_swadesh
rosettaproject_pda_swadesh-1	pda	Anam	transcription	379	300	41	4	13	4	3	2	0	0	sahul_extended
rosettaproject_pdc_swadesh-1	pdc	German, Pennsylvania	transcription	120	120	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_ped_swadesh-1	ped	Mala	transcription	344	276	38	4	12	2	3	2	0	0	sahul_extended
rosettaproject_peg_swadesh-1	peg	Pengo	transcription	63	62	1	0	0	0	0	0	1	0	core_swadesh
rosettaproject_pep_swadesh-1	pep	Kunja	transcription	226	170	35	3	15	4	1	1	0	0	sahul_extended
rosettaproject_pes_swadesh-1	pes	Farsi, Western	transcription	100	100	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_pgu_swadesh-1	pgu	Pagu	transcription	528	433	45	1	15	4	4	1	2	1	extended_worldwide
rosettaproject_pjt_swadesh-1	pjt	Pitjantjatjara	transcription	19	18	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_pla_swadesh-1	pla	Miani	transcription	211	171	36	3	12	4	3	2	0	0	sahul_extended
rosettaproject_plw_swadesh-1	plw	Palawano, Brooke's Point	transcription	184	179	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_pma_swadesh-1	pma	Paama	transcription	182	178	4	0	0	0	0	0	0	0	core_swadesh
rosettaproject_pmr_swadesh-1	pmr	Paynamar	transcription	376	298	39	4	11	4	3	2	0	0	sahul_extended
rosettaproject_pnb_swadesh-1	pnb	Panjabi, Western	transcription	194	193	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_pnn_swadesh-1	pnn	Pinai-Hagahai	transcription	582	507	20	3	6	2	1	0	5	1	sahul_extended
rosettaproject_pnr_swadesh-1	pnr	Panim	transcription	338	263	44	4	13	4	3	2	3	1	sahul_extended
rosettaproject_pnw_swadesh-1	pnw	Panytyima	transcription	272	203	49	2	15	6	4	2	6	1	sahul_extended
rosettaproject_poc_swadesh-1	poc	Poqomam	transcription	258	258	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_pol_swadesh-1	pol	Polish	transcription	216	215	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_pon_swadesh-1	pon	Pohnpeian	transcription	180	175	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_por_swadesh-1	por	Portuguese	transcription	305	301	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_ppe_swadesh-1	ppe	Papi	transcription	135	110	18	4	8	2	1	0	0	0	sahul_extended
rosettaproject_ppk_swadesh-1	ppk	Uma	transcription	182	177	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_ppo_swadesh-1	ppo	Folopa	transcription	746	655	24	3	8	0	2	0	2	1	sahul_extended
rosettaproject_ppq_swadesh-1	ppq	Pei	transcription	70	56	13	4	5	2	0	0	0	0	sahul_extended
rosettaproject_ppt_swadesh-1	ppt	Pare	transcription	248	231	13	2	5	2	0	0	1	0	sahul_extended
rosettaproject_pqm_swadesh-1	pqm	Malecite-Passamaquoddy	transcription	159	158	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_prm_swadesh-1	prm	Kibiri	transcription	185	166	11	0	2	0	2	0	5	1	lightly_extended
rosettaproject_pru_swadesh-1	pru	Puragi	transcription	182	156	23	1	8	0	0	1	3	1	lightly_extended
rosettaproject_prw_swadesh-1	prw	Parawen	transcription	361	286	38	4	12	2	3	2	0	0	sahul_extended
rosettaproject_psa_swadesh-1	psa	Awyu, Asue	transcription	363	275	50	3	17	6	4	2	0	0	sahul_extended
rosettaproject_pss_swadesh-1	pss	Kaulong	transcription	181	176	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_puo_swadesh-1	puo	Puoc	transcription	94	93	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_pup_swadesh-1	pup	Pulabu	transcription	300	234	37	4	13	4	3	0	0	0	sahul_extended
rosettaproject_pwa_swadesh-1	pwa	Pawaia	transcription	387	353	23	1	2	4	4	0	1	0	extended_worldwide
rosettaproject_pwm_swadesh-1	pwm	Molbog	transcription	182	177	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_pwn_swadesh-1	pwn	Paiwan	transcription	177	174	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_quc_swadesh-1	quc	K'iche'	transcription	25	25	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_rac_swadesh-1	rac	Rasawa	transcription	285	265	17	2	2	0	0	2	2	1	sahul_extended
rosettaproject_ran_swadesh-1	ran	Riantana	transcription	332	250	50	3	16	6	3	2	0	0	sahul_extended
rosettaproject_rao_swadesh-1	rao	Rao	transcription	440	355	39	4	11	4	3	1	4	1	sahul_extended
rosettaproject_rap_swadesh-1	rap	Rapa Nui	transcription	197	193	4	0	0	0	0	0	0	0	core_swadesh
rosettaproject_ras_swadesh-1	ras	Tegali	transcription	175	152	12	0	4	3	0	0	0	0	extended_worldwide
rosettaproject_rbb_swadesh-1	rbb	Palaung, Rumai	transcription	89	88	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_rea_swadesh-1	rea	Rerau	transcription	299	228	39	4	11	4	3	0	3	1	sahul_extended
rosettaproject_rel_swadesh-1	rel	Rendille	transcription	90	88	2	0	0	0	0	0	0	0	core_swadesh
rosettaproject_rhp_swadesh-1	rhp	Yahang	transcription	72	68	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_rif_swadesh-1	rif	Tarifit	transcription	418	331	34	0	15	5	3	1	0	0	extended_worldwide
rosettaproject_rit_swadesh-1	rit	Ritarungo	transcription	245	183	51	4	15	6	3	2	6	1	sahul_extended
rosettaproject_rmb_swadesh-1	rmb	Rembarunga	transcription	234	175	50	4	15	6	3	2	6	1	sahul_extended
rosettaproject_rmk_swadesh-1	rmk	Romkun	transcription	19	18	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_rmp_swadesh-1	rmp	Rempi	transcription	385	307	44	4	13	4	3	2	3	1	sahul_extended
rosettaproject_ron_swadesh-1	ron	Romanian	transcription	220	219	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_roo_swadesh-1	roo	Rotokas	transcription	350	319	18	0	0	4	1	0	6	1	lightly_extended
rosettaproject_rou_swadesh-1	rou	Runga	transcription	502	411	50	2	17	6	4	2	0	0	sahul_extended
rosettaproject_rpt_swadesh-1	rpt	Rapting	transcription	377	298	44	4	13	4	3	2	3	1	sahul_extended
rosettaproject_rtm_swadesh-1	rtm	Rotuman	transcription	184	179	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_rug_swadesh-1	rug	Roviana	transcription	185	180	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_rus_swadesh-1	rus	Russian	transcription	300	298	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_rwa_swadesh-1	rwa	Rawo	transcription	102	95	7	1	2	2	0	0	1	0	lightly_extended
rosettaproject_rwo_swadesh-1	rwo	Rawa	transcription	50	47	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_ryu_swadesh-1	ryu	Okinawan, Central	transcription	46	46	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_sad_swadesh-1	sad	Sandawe	transcription	606	488	50	2	16	6	4	2	0	0	sahul_extended
rosettaproject_saj_swadesh-1	saj	Sahu	transcription	590	500	46	1	17	2	3	2	1	0	extended_worldwide
rosettaproject_sao_swadesh-1	sao	Sause	transcription	96	75	21	3	6	0	1	2	0	0	sahul_extended
rosettaproject_sas_swadesh-1	sas	Sasak	transcription	179	174	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_sat_swadesh-1	sat	Santali	transcription	98	97	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_sav_swadesh-1	sav	Saafi-Saafi	transcription	133	129	4	0	1	0	0	0	0	0	core_swadesh
rosettaproject_saw_swadesh-1	saw	Sawi	transcription	151	137	10	3	1	0	0	0	0	0	sahul_extended
rosettaproject_sba_swadesh-1	sba	Ngambay	transcription	53	53	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_sbf_swadesh-1	sbf	Shabo	transcription	307	264	27	1	10	3	2	2	0	0	extended_worldwide
rosettaproject_sbi_swadesh-1	sbi	Seti	transcription	84	81	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_scn_swadesh-1	scn	Sicilian	transcription	132	131	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_sds_swadesh-1	sds	Sened	transcription	44	35	9	0	3	2	1	1	0	0	extended_worldwide
rosettaproject_sea_swadesh-1	sea	Semai	transcription	96	95	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_sej_swadesh-1	sej	Sene	transcription	51	48	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_seo_swadesh-1	seo	Suarmin	transcription	1	1	0	0	0	0	0	0	0	0	stub
rosettaproject_ses_swadesh-1	ses	Songhay, Koyraboro Senni	transcription	520	438	36	0	15	3	3	1	0	0	extended_worldwide
rosettaproject_set_swadesh-1	set	Sentani	transcription	904	722	53	3	16	5	4	2	3	1	sahul_extended
rosettaproject_she_swadesh-1	she	Sheko	transcription	204	196	6	0	1	1	0	0	0	0	core_swadesh
rosettaproject_shi_swadesh-1	shi	Tachelhit	transcription	68	57	11	0	3	4	0	1	0	0	extended_worldwide
rosettaproject_shj_swadesh-1	shj	Shatt	transcription	189	177	12	0	2	1	0	0	2	1	core_swadesh
rosettaproject_shk_swadesh-1	shk	Shilluk	transcription	97	95	2	0	0	0	0	0	0	0	core_swadesh
rosettaproject_shu_swadesh-1	shu	Arabic, Chadian Spoken	transcription	101	101	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_shw_swadesh-1	shw	Shwai	transcription	271	248	14	0	4	2	0	0	2	1	extended_worldwide
rosettaproject_shy_swadesh-1	shy	Tachawit	transcription	169	134	22	0	7	4	3	0	0	0	extended_worldwide
rosettaproject_sid_swadesh-1	sid	Sidamo	transcription	131	123	7	0	1	1	0	0	0	0	core_swadesh
rosettaproject_siq_swadesh-1	siq	Sonia	transcription	162	155	5	2	2	0	0	0	0	0	sahul_extended
rosettaproject_siw_swadesh-1	siw	Siwai	transcription	376	317	35	0	8	6	3	2	4	1	extended_worldwide
rosettaproject_six_swadesh-1	six	Sumau	transcription	385	306	40	4	13	4	3	2	0	0	sahul_extended
rosettaproject_siz_swadesh-1	siz	Siwi	transcription	242	201	34	0	14	5	3	1	0	0	extended_worldwide
rosettaproject_sjg_swadesh-1	sjg	Assangori	transcription	100	98	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_sjs_swadesh-1	sjs	Senhaja de Srair	transcription	301	260	31	0	13	4	3	1	0	0	extended_worldwide
rosettaproject_skc_swadesh-1	skc	Sauk	transcription	52	49	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_ski_swadesh-1	ski	Sika	transcription	181	176	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_skm_swadesh-1	skm	Sakam	transcription	54	51	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_sks_swadesh-1	sks	Maia	transcription	670	530	40	4	12	4	3	2	0	0	sahul_extended
rosettaproject_skv_swadesh-1	skv	Skou	transcription	173	148	18	2	1	1	1	2	0	0	sahul_extended
rosettaproject_slk_swadesh-1	slk	Slovak	transcription	242	240	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_sll_swadesh-1	sll	Salt-Yui	transcription	131	109	19	2	3	3	3	0	0	0	sahul_extended
rosettaproject_slw_swadesh-1	slw	Sialum	transcription	54	49	5	0	1	2	0	0	0	0	lightly_extended
rosettaproject_smb_swadesh-1	smb	Simbari	transcription	103	100	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_smc_swadesh-1	smc	Som	transcription	50	47	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_smo_swadesh-1	smo	Samoan	transcription	185	180	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_smq_swadesh-1	smq	Samo	transcription	265	246	12	2	2	2	0	0	5	1	sahul_extended
rosettaproject_snc_swadesh-1	snc	Sinaugoro	transcription	177	173	4	0	0	0	0	0	0	0	core_swadesh
rosettaproject_snf_swadesh-1	snf	Noon	transcription	134	130	4	0	1	0	0	0	0	0	core_swadesh
rosettaproject_snk_swadesh-1	snk	Soninke	transcription	125	92	27	1	9	6	3	0	0	0	extended_worldwide
rosettaproject_snp_swadesh-1	snp	Siane	transcription	297	245	31	3	7	5	3	0	5	1	sahul_extended
rosettaproject_snr_swadesh-1	snr	Sihan	transcription	410	324	44	4	13	4	3	2	3	1	sahul_extended
rosettaproject_snx_swadesh-1	snx	Sam	transcription	357	278	42	4	13	4	3	2	3	1	sahul_extended
rosettaproject_sny_swadesh-1	sny	Saniyo-Hiyewe	transcription	296	263	21	4	6	4	0	0	1	0	sahul_extended
rosettaproject_snz_swadesh-1	snz	Sinsauru	transcription	354	284	41	4	13	4	3	2	0	0	sahul_extended
rosettaproject_soh_swadesh-1	soh	Aka	transcription	201	180	20	0	3	4	2	0	0	0	extended_worldwide
rosettaproject_som_swadesh-1	som	Somali	transcription	96	93	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_sow_swadesh-1	sow	Sowanda	transcription	273	238	18	2	6	1	0	0	1	0	sahul_extended
rosettaproject_spa_swadesh-1	spa	Spanish	transcription	260	257	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_spd_swadesh-1	spd	Saep	transcription	381	298	44	4	13	4	3	2	3	1	sahul_extended
rosettaproject_spi_swadesh-1	spi	Saponi	transcription	349	318	18	2	2	0	0	2	2	1	sahul_extended
rosettaproject_spl_swadesh-1	spl	Selepet	transcription	252	232	15	1	1	2	2	0	3	1	extended_worldwide
